battery,t_bucket,arr,bp,fever,action,q
10,13,1,0,0,1,4,256.96733148781146
10,15,0,0,1,0,1,265.3468771859652
10,24,1,1,0,0,1,251.5496332364883
10,31,1,1,0,1,6,292.0164564921805
10,32,1,1,1,1,2,265.5649248712819
10,37,1,1,1,1,6,289.82595624687355
10,39,0,1,0,1,4,254.60656189400729
10,45,0,1,0,0,3,264.5906437719452
10,49,1,0,1,0,0,250.28057813283226
10,54,0,0,1,1,6,264.34707404645167
10,6,0,0,1,1,2,263.0473081944723
10,15,0,1,1,1,3,280.15903943586653
10,29,0,0,1,0,6,257.0408173787887
10,35,0,1,1,0,0,262.0614231643073
10,37,1,1,0,1,3,274.87719561264
10,39,1,0,0,0,6,268.25371833736665
10,42,0,0,1,1,1,274.261372043775
10,56,0,0,1,1,3,270.5458773753217
10,0,1,0,0,1,1,251.70722343773315
10,1,0,1,0,1,0,255.63154669346065
10,6,1,1,0,0,5,275.3401232538235
10,8,0,1,1,0,4,252.17901514982276
10,19,0,0,0,1,7,252.31268789109023
10,23,0,0,1,1,7,265.1604249435246
10,28,1,1,1,1,7,296.2589271034085
10,36,1,1,1,0,7,298.87024102894827
10,38,0,0,1,1,4,256.36695877663067
10,39,1,0,0,0,1,254.50611751491925
10,43,1,1,1,0,2,274.5730985308103
10,44,1,1,0,1,6,281.14353353957165
10,45,0,1,1,1,1,260.1110659881581
10,52,0,1,0,1,1,254.1954205578277
10,54,1,0,1,0,4,264.56198892341513
10,58,1,0,0,0,3,259.86373371369103
10,2,1,1,0,0,6,284.85579688512075
10,10,1,0,0,1,3,255.8508690501868
10,12,1,0,0,0,5,269.3614117635632
10,15,0,0,0,1,6,250.9134403009827
10,20,0,1,1,0,1,281.7594117545318
10,21,1,0,0,0,1,254.91124733633998
10,22,0,1,0,1,6,271.66357257246943
10,31,1,0,0,0,1,259.6876998837366
10,35,0,1,1,0,3,285.16102341155414
10,42,0,0,1,1,0,259.9290314081366
10,47,0,1,0,1,6,269.7439190727711
10,50,1,0,0,0,1,255.20533045468693
10,54,1,0,0,1,4,268.6237361450638
10,17,1,1,0,0,3,275.6293055232011
10,20,0,0,1,1,0,252.42274417092088
10,23,1,0,1,0,3,263.6031887848634
10,24,1,0,0,1,6,271.34912852680975
10,27,0,0,1,0,6,257.22686176511286
10,29,1,0,0,0,2,255.46663054292316
10,32,0,1,1,0,0,254.34873073480995
10,35,1,0,1,0,7,277.4155439880215
10,36,1,0,0,1,7,261.7681147167896
10,48,0,1,1,1,7,278.11121371764904
10,52,0,1,1,0,5,267.25461939343967
10,53,0,1,1,0,5,273.91502779567696
10,56,1,0,0,0,2,251.5319085854012
10,57,0,1,1,1,6,271.5617360527097
10,58,1,0,0,0,2,252.64070585096215
10,59,1,1,0,1,1,252.8098185210169
10,0,1,1,0,1,6,280.1795181820768
10,3,0,1,0,1,7,271.1526363795544
10,5,0,0,1,1,7,268.4846089487509
10,10,0,0,1,0,1,267.08835200728345
10,12,1,1,1,0,6,292.0880253322606
10,14,0,1,0,0,6,266.317104766431
10,15,0,0,1,0,0,252.02392256886176
10,23,1,0,1,0,1,265.0133236344391
10,29,1,1,0,1,7,287.8769192140675
10,30,1,1,1,1,1,276.23799326418293
10,31,1,1,0,1,5,277.8187501283419
10,33,1,1,0,0,3,271.75660171478097
10,35,1,0,1,0,3,263.9967456110008
10,55,1,1,0,0,5,272.72532772783813
10,7,0,0,1,0,1,270.12748290162233
10,12,0,0,1,0,1,262.0633721904163
10,14,0,1,1,0,0,247.95365136637002
10,16,0,1,1,0,1,271.5248934147651
10,29,1,0,1,1,1,281.7049290293947
10,30,1,0,0,1,2,253.2838502403691
10,33,1,1,0,0,7,280.0613541362681
10,39,0,0,0,0,4,252.74719174355124
10,40,1,0,1,0,4,276.33213625113433
10,41,0,0,0,1,3,251.07826865129235
10,46,1,1,1,0,6,282.05906675390645
10,47,0,1,1,1,2,261.45074952505513
10,56,1,0,0,0,0,258.1990612848102
10,58,0,0,1,0,7,271.4941492317864
10,0,1,1,1,1,5,288.36773495557776
10,5,0,1,0,1,7,266.59344942577036
10,6,1,1,1,0,0,256.8829591626022
10,7,1,0,0,1,7,264.58860484252585
10,8,0,0,1,1,0,271.4423409072966
10,22,1,0,1,0,0,259.03101736790376
10,23,0,0,1,1,4,254.23068344562913
10,24,0,0,1,0,4,260.5724542599181
10,27,0,1,1,0,5,258.7817821286244
10,35,0,0,1,0,2,256.7206038826188
10,38,0,0,1,1,3,269.59644690269573
10,40,1,0,0,1,7,265.4179752211571
10,41,1,1,0,1,1,248.14013046522263
10,43,1,0,1,0,1,280.42628923239386
10,44,1,1,1,1,7,315.9805558547832
10,45,0,0,1,1,7,284.67907468039516
10,54,1,1,1,0,6,288.5466233518868
10,55,1,0,1,1,3,267.1303282165851
10,56,1,0,0,1,3,253.98844280330442
10,57,1,0,0,1,5,269.9837468548833
10,59,1,1,1,0,2,267.04728234685604
10,0,0,1,0,1,0,251.02343016538188
10,1,1,0,0,0,1,254.57819882214434
10,5,1,0,0,1,4,272.7929163184851
10,6,0,1,0,1,4,258.48354028996965
10,7,1,0,0,0,5,263.1111164683797
10,12,1,1,0,0,1,253.4074096197605
10,14,0,0,0,1,2,249.88225470211697
10,18,0,1,1,1,7,274.31938630456466
10,19,0,0,0,0,1,255.339081616324
10,20,0,0,1,0,2,247.81647878118437
10,33,1,1,0,1,1,258.02866541150684
10,41,0,0,1,0,0,256.79151298285313
10,46,0,0,1,0,6,259.3216632981336
10,51,1,0,1,0,0,255.53295320117036
10,54,1,0,0,0,7,267.2359381846984
10,0,0,1,0,1,5,252.20034744720934
10,9,1,0,0,0,4,275.17009589459155
10,17,0,1,1,0,6,273.99659807033225
10,19,1,0,1,0,4,270.6631886625387
10,20,1,0,0,1,7,267.92065076067286
10,22,0,0,1,0,4,252.68665434806834
10,24,0,1,1,0,0,267.3387277083404
10,25,1,1,0,0,7,279.03358843608595
10,26,0,0,1,1,2,254.12127139420684
10,30,1,0,0,1,1,257.9060274024297
10,32,0,1,0,1,7,268.3892801416918
10,38,0,0,1,1,7,270.41101430144084
10,42,1,1,1,1,1,279.9929691180443
10,46,1,0,1,0,1,269.3361296706959
10,53,1,0,0,1,0,258.5893756098968
10,59,0,0,1,0,1,261.21254530725093
10,4,1,1,0,0,5,276.15132570773795
10,7,0,0,0,0,6,255.11915867913456
10,9,0,1,1,0,6,273.4180624180149
10,21,0,1,1,0,7,287.0890278435844
10,31,0,0,1,0,6,255.57547207595115
10,34,0,0,1,0,7,268.72349675985413
10,39,1,1,0,1,0,254.137632327028
10,40,0,1,0,1,4,251.53475805966949
10,48,0,1,0,1,5,252.1341015600305
10,53,0,0,1,0,6,251.4681463634549
10,59,1,1,1,0,7,292.42011462518667
10,8,0,0,1,1,6,256.91431139503595
10,11,0,0,1,0,2,257.70820362267114
10,14,0,0,1,0,6,254.11998490051573
10,17,0,1,0,1,2,264.60738043901154
10,18,0,0,1,0,7,268.91041350863793
10,25,0,1,1,1,1,263.6432769377093
10,31,1,0,1,0,3,269.81538296779325
10,32,0,1,0,1,5,253.2628607283947
10,36,1,0,0,0,4,268.65990379277264
10,38,0,0,0,1,0,250.29343494327526
10,40,1,0,1,0,3,270.3739702527804
10,41,1,0,1,1,0,262.6336991775336
10,42,0,0,1,1,3,274.03247320204395
10,45,0,1,0,1,2,270.1809011368705
10,48,0,0,1,1,7,266.71642697448146
10,50,0,0,1,0,0,257.09804458224363
10,51,0,1,1,0,7,273.3444996795267
10,7,0,1,0,1,1,256.3408280120336
10,14,1,0,0,1,1,255.0063384761844
10,18,0,0,1,0,0,258.59975606026507
10,29,1,1,0,0,4,276.07620899776117
10,30,1,1,0,1,7,303.5567482010942
10,36,1,0,0,1,1,252.18245959784412
10,44,1,1,0,0,0,247.20140644240576
10,50,1,1,0,0,1,255.80554259106864
10,58,1,1,0,0,3,265.7456537997773
10,59,0,1,1,1,5,265.7583308817253
10,2,0,1,0,1,6,269.76677828572247
10,5,1,0,1,0,5,300.59145252431745
10,8,0,1,1,1,6,274.8863248497386
10,11,1,1,0,1,0,268.0492768553795
10,12,0,1,1,1,5,271.74962234458917
10,17,1,1,0,0,0,260.9604353017735
10,19,1,1,0,0,2,262.3402229415289
10,22,0,0,1,0,6,252.75988458979606
10,23,0,0,1,0,2,258.11653108455926
10,31,1,0,0,1,1,248.92126694159217
10,33,0,1,1,0,2,268.760175724819
10,36,0,1,1,1,1,273.18148932562
10,41,1,1,0,0,6,279.33224760432535
10,46,0,1,1,1,2,264.1977857512594
10,50,1,0,1,0,3,273.2335755924842
10,1,1,1,0,0,0,255.63120863678088
10,6,1,0,1,1,2,258.14999055143915
10,9,1,1,1,1,0,266.85070651346973
10,10,1,0,0,1,6,277.20328605161154
10,11,1,1,1,1,5,296.8610967897514
10,12,1,1,0,1,3,266.4357065780753
10,13,1,1,1,1,4,270.82153620463697
10,15,1,0,1,1,5,292.2742462776895
10,16,1,0,1,1,1,267.76074175038303
10,23,0,1,1,1,7,284.81368079534855
10,25,0,0,1,1,4,257.21280893465183
10,30,0,1,0,1,0,259.24487874317515
10,31,0,0,1,0,1,272.7185526960385
10,33,1,0,0,0,1,263.2019851398403
10,45,1,0,0,1,6,259.47599407628365
10,52,0,1,1,0,1,276.2315562897411
10,58,1,1,0,0,5,266.33725871886037
10,3,0,1,0,0,7,266.3196714632623
10,6,0,1,0,1,5,260.0968561033088
10,9,0,1,1,1,1,269.9747883986057
10,13,1,0,0,0,1,257.43345169096455
10,14,0,0,0,1,4,248.01111835268293
10,18,1,1,0,0,1,253.0376612129138
10,19,0,1,0,1,5,256.96476456488097
10,21,0,1,0,1,4,257.395909186146
10,23,0,0,0,1,1,253.5947592594877
10,30,1,1,0,0,3,264.0693430647374
10,37,1,1,0,1,1,254.9412090898532
10,51,1,0,1,0,1,273.4221029958797
10,55,1,0,1,0,3,268.29379581608987
10,4,0,0,0,1,5,252.01864439820295
10,5,1,1,0,0,2,273.41912304452865
10,6,1,1,0,1,4,273.7774014038728
10,7,1,1,0,1,0,253.66138625369933
10,8,1,0,1,1,7,289.3210237697573
10,32,0,0,1,1,6,262.6795261178922
10,33,1,0,1,0,4,282.94561277228337
10,34,1,0,0,1,2,260.106055640087
10,35,1,1,1,1,2,276.0130502671957
10,36,1,0,0,1,6,262.2911227009711
10,39,0,1,0,1,7,265.7278957362038
10,46,1,1,1,1,7,298.800280029649
10,49,1,0,0,1,3,257.1285722694856
10,52,0,1,1,0,2,274.7988969196707
10,59,1,0,0,0,3,250.62935327808705
10,8,0,0,1,0,5,266.5107094537642
10,9,0,1,0,0,6,261.4393753292549
10,21,0,1,1,0,5,278.5503751260985
10,25,0,1,1,1,7,277.3645349329686
10,30,0,1,0,1,7,273.21397830076285
10,34,0,1,1,0,1,262.37352747293875
10,37,1,0,0,0,0,252.99893071221783
10,41,0,0,1,0,2,264.12675684011424
10,42,0,0,1,0,1,263.9146144203656
10,45,0,0,1,0,4,253.51041278034123
10,46,0,1,0,0,5,253.9717235579517
10,47,0,1,0,0,2,263.34689996014913
10,57,0,1,1,1,1,271.68328780423315
10,59,1,0,1,0,3,263.36458572118494
10,1,1,1,0,0,7,282.1861424572152
10,3,1,1,1,0,2,273.40294080889686
10,9,1,1,0,0,0,254.4649092473294
10,14,0,1,1,1,2,277.4438916331055
10,19,0,1,1,0,4,259.87484657301627
10,21,1,0,0,1,4,270.05801290982987
10,28,0,1,0,1,1,256.11832578953687
10,32,1,0,0,0,2,258.9023997536436
10,33,0,0,0,1,7,250.67725912547226
10,34,1,0,0,0,2,257.42692541223704
10,35,0,1,0,1,3,265.4262945558172
10,39,0,0,1,1,4,260.3924356048722
10,49,1,0,0,1,2,249.76831863490318
10,50,1,1,0,1,6,282.6556504502162
10,51,1,0,1,1,1,258.79795294750704
10,59,1,1,0,0,4,271.2372176756153
10,2,1,1,0,1,3,267.5276431740127
10,9,1,0,1,1,4,279.6265052657297
10,10,0,1,0,1,6,277.1399701352368
10,20,1,1,0,1,6,288.54539753428736
10,22,1,0,0,1,3,249.87002837837625
10,26,1,1,0,1,5,272.34380991607577
10,36,1,0,0,0,1,259.62518676955517
10,37,0,0,0,1,1,248.51118032776807
10,41,1,0,0,1,6,269.3326985196935
10,52,0,0,1,1,1,252.64482927028084
10,58,0,0,0,0,2,249.98680378980546
10,0,0,1,1,1,6,263.69606822367626
10,2,1,1,0,0,1,255.27699875455454
10,12,1,1,0,0,2,268.9619733549477
10,13,0,0,1,1,1,259.4393041369111
10,19,0,1,1,0,2,276.550427152238
10,23,1,0,0,1,2,247.31027753936945
10,27,1,1,0,1,2,276.0108387990081
10,28,0,0,1,1,3,267.6965695251044
10,33,1,1,0,1,2,269.269721107706
10,38,1,0,1,1,5,284.259075474593
10,42,0,1,1,0,2,264.8068034050006
10,49,0,0,1,1,0,254.01035547270354
10,54,1,1,1,0,1,270.54949185351506
10,55,0,0,1,1,3,255.6699713918748
10,1,0,1,1,1,1,271.3377580301136
10,5,0,1,1,0,4,252.81717863077427
10,10,1,0,0,0,2,256.3653122081558
10,12,1,1,0,1,1,257.2960667352279
10,13,0,1,0,1,2,267.5214103845424
10,17,0,0,0,1,3,252.43045335455685
10,21,1,1,0,0,5,267.5076544546108
10,22,1,0,1,1,1,274.5053208810053
10,23,0,0,1,1,0,253.27666476359096
10,25,0,0,0,1,1,250.56699461722798
10,28,1,0,1,0,5,279.35453234275656
10,31,0,1,1,0,6,273.9369834810713
10,34,0,1,0,1,6,271.56302589028627
10,35,0,1,1,0,6,275.35408527444247
10,37,1,1,1,0,2,274.9427631128788
10,57,1,0,1,0,7,281.67814609952296
10,58,1,0,0,1,7,268.6545626561653
10,1,0,1,0,0,6,266.2249581479334
10,13,1,1,0,1,3,261.56573669956845
10,16,0,0,1,0,7,262.9097364831851
10,22,0,1,1,1,5,261.6515559875239
10,29,0,1,0,0,0,259.30703885734954
10,33,0,0,1,0,0,264.8987022440784
10,38,0,0,1,0,2,250.34609663601026
10,41,1,1,0,1,5,269.2245503082746
10,47,1,1,0,0,4,265.871502288857
10,52,0,0,1,0,7,263.3884126535421
10,58,0,0,1,0,0,260.3231930188634
10,8,0,0,0,1,5,250.65868853095463
10,13,1,0,0,1,6,255.60331160585778
10,20,0,0,1,1,3,261.37656664239057
10,25,1,0,0,0,5,269.0596691503343
10,26,1,1,0,1,2,270.9587070761298
10,27,0,0,1,1,5,262.08425960413285
10,28,1,0,1,0,3,264.0037037838406
10,29,0,0,0,1,2,258.15954303225845
10,34,0,1,1,1,2,278.756560246654
10,40,1,1,0,1,3,280.15716582740856
10,44,0,1,1,0,7,286.9473987138829
10,46,0,0,1,0,7,269.7106462887608
10,51,0,1,0,0,2,266.11396197831425
10,53,0,1,1,0,2,269.6785092603337
10,56,1,1,1,0,5,287.98629596098846
10,57,0,0,0,1,0,249.6652495654225
10,58,1,0,0,0,7,263.5460203257108
10,59,1,1,0,1,6,278.34026655492806
10,4,0,1,1,0,2,269.0313209534669
10,5,1,1,0,0,3,277.6260385306168
10,6,1,0,1,1,0,257.025771490376
10,13,1,0,1,0,0,268.87651760573004
10,22,1,0,0,1,7,268.3388767444761
10,23,0,1,0,1,1,254.27328788167037
10,30,0,1,1,0,3,284.87434604484906
10,52,1,0,1,1,2,255.67829968773182
10,55,0,1,1,1,1,272.37438387464704
10,59,0,0,1,1,4,254.96050353149005
10,2,1,1,1,0,0,247.12277254442472
10,8,1,1,0,1,4,262.18090744412564
10,11,0,1,1,0,5,273.62010874923254
10,22,0,1,0,0,0,250.73193497814412
10,28,0,1,0,1,5,256.7351096453007
10,31,0,1,1,0,3,288.30765231110144
10,34,1,1,0,0,6,275.7209289237765
10,35,0,1,0,1,6,264.93810762547986
10,39,1,1,0,0,2,272.0058903217637
10,40,1,0,1,1,5,289.49528412175556
10,41,1,0,1,1,3,280.07807798655693
10,44,1,0,1,0,5,277.9321306098243
10,55,0,1,0,1,5,257.8461337988391
10,57,1,1,0,1,7,281.33638748920856
10,3,0,0,1,0,5,272.281807449226
10,10,1,1,0,0,1,261.80178847949816
10,11,0,0,0,1,0,247.77484081345736
10,15,1,1,0,0,7,283.3590350303224
10,18,0,0,1,0,3,267.2111442925458
10,24,0,0,1,1,3,266.83271966743996
10,32,0,0,1,1,5,273.3076835016424
10,35,0,0,1,1,2,252.58623826055387
10,40,1,1,0,1,7,288.43148412059907
10,42,0,1,0,0,2,269.10008340027935
10,48,0,1,1,0,0,267.9912150295664
10,53,0,1,1,0,0,258.45603745612726
10,56,1,0,1,0,5,285.7244518570919
10,57,1,1,0,1,6,284.6919672917013
10,58,1,1,0,1,3,267.9356948305375
10,59,1,0,1,1,7,285.5619261559658
10,4,0,0,0,1,7,254.62545423347356
10,6,1,1,0,1,1,257.92696811786857
10,9,1,1,0,0,7,281.4046744070363
10,14,1,0,0,0,0,257.072507755042
10,15,1,0,0,1,5,268.04148109580774
10,17,0,0,1,1,1,272.6162751330421
10,26,1,1,0,0,0,261.7471208573582
10,37,1,1,0,0,1,265.0350132090934
10,39,1,0,1,0,0,262.65996358092946
10,44,1,1,1,0,4,259.82354402970145
10,45,1,0,1,1,5,273.00855792565693
10,51,1,1,0,0,4,275.5132216736952
10,52,0,1,1,1,6,258.69703966678105
10,54,0,0,1,0,0,256.0723795459978
10,55,1,0,0,0,2,253.55303194472964
10,56,1,1,0,1,5,269.42510382762055
10,2,0,0,0,1,3,256.3237665344107
10,7,1,1,1,1,1,277.455008483709
10,20,1,1,0,0,6,283.3989152377287
10,22,0,1,1,0,0,249.76423432934354
10,25,1,1,1,0,1,271.1799770810079
10,45,1,0,1,0,3,265.47245257211875
10,47,0,0,1,0,5,268.50974433247353
10,51,1,1,0,1,4,274.16420153058374
10,56,0,0,1,0,6,254.23567213794107
10,59,0,1,1,0,3,283.6758953251182
10,0,1,0,0,0,1,250.50841982122293
10,8,0,1,0,1,0,263.9880046867109
10,10,1,0,1,0,5,288.5285138660007
10,11,0,0,1,1,4,259.85255808713816
10,16,0,0,0,1,2,254.79875370304143
10,19,1,0,0,0,4,262.0523918897441
10,22,1,1,1,0,5,292.6665946353494
10,32,1,1,1,0,5,294.72022013588025
10,34,1,1,0,1,7,285.6255807052425
10,43,1,1,1,1,6,295.09732058598195
10,44,1,1,0,1,1,251.03178095323
10,50,0,0,1,0,3,268.5141091190577
10,57,0,1,1,1,7,287.08720667339384
10,58,1,1,0,0,2,264.66624327057554
10,59,0,1,0,1,5,267.4428586903381
10,2,0,0,0,1,2,255.8004301974676
10,5,0,1,1,1,5,285.9924297210758
10,12,0,1,0,0,3,270.698388142373
10,13,0,1,0,0,3,269.8409345874194
10,32,0,0,1,0,6,251.56319335922825
10,39,0,1,1,1,2,271.84871348978487
10,40,0,0,1,0,7,264.42520180257014
10,42,1,0,0,1,1,260.7025895560321
10,43,0,0,1,1,6,255.05019574479084
10,57,1,0,1,0,6,265.5010916589432
10,58,0,0,1,1,5,262.9690568242503
10,0,1,1,1,0,7,302.90565023750446
10,1,0,1,1,1,0,248.9315714045649
10,9,0,1,1,1,0,252.4880271462196
10,24,0,1,0,1,7,270.0271064803001
10,27,0,1,0,1,4,251.7734287137415
10,35,0,0,0,1,1,249.79670482243586
10,37,1,0,0,0,3,253.6362265462032
10,38,1,0,1,1,7,283.90370080227797
10,39,0,1,0,1,5,254.94795988612262
10,40,1,1,0,0,0,260.59715720565487
10,42,0,1,1,1,7,277.25399406275574
10,48,1,1,0,0,0,251.84949456707673
10,49,0,0,0,1,5,253.08998082749974
10,51,1,1,0,0,0,254.79359135532138
10,52,1,1,1,1,2,284.5937316233986
10,53,1,1,0,1,0,257.3297265554707
10,54,1,0,0,1,1,257.14046587387077
10,55,0,1,1,1,0,254.3975251214809
10,2,0,0,1,0,5,262.0424948116679
10,7,1,0,0,1,2,252.25073911278022
10,10,1,0,1,1,2,267.5689465900996
10,11,1,1,0,1,7,288.9660521410649
10,15,1,0,1,0,1,273.6174002740992
10,18,1,1,0,0,6,284.52943391894877
10,21,0,0,1,1,0,255.86962888522748
10,23,1,0,0,0,0,257.59021404459617
10,24,0,0,1,1,4,250.7767232707643
10,29,1,0,0,0,0,258.318402440493
10,30,1,1,1,1,0,260.5778833429924
10,36,1,0,1,0,1,270.0846360409808
10,47,0,1,1,0,7,291.93020140696524
10,49,1,1,0,0,2,265.2093960683005
10,50,0,1,0,1,5,253.47582252537117
10,53,1,1,1,0,3,283.5237390627511
10,54,1,0,0,1,6,269.25001542743263
10,3,1,1,1,0,7,303.410127606615
10,11,0,1,1,1,7,300.49787973954153
10,12,0,1,0,0,6,270.3886996981393
10,16,1,0,0,0,0,251.53016465173567
10,27,0,1,0,1,2,260.3156041855003
10,33,1,0,0,1,7,272.99510685381114
10,36,0,1,1,0,2,273.03994869093503
10,42,1,1,0,1,4,270.7395726024277
10,43,0,0,0,1,4,252.14047069263077
10,45,0,0,0,1,4,252.63353584472543
10,51,0,1,1,1,7,280.1258434567802
10,59,1,1,0,1,5,267.34022004093487
10,0,0,1,1,1,0,246.22134818185629
10,3,1,1,0,0,4,266.0391523178003
10,4,0,0,0,1,3,255.93053340202886
10,14,1,1,0,1,1,259.0380496889615
10,30,1,0,1,0,7,285.39802128381854
10,31,0,1,0,1,5,257.68408067065417
10,35,1,1,1,0,6,282.7763664951745
10,44,0,1,1,0,1,269.1417303462653
10,58,0,1,1,0,0,256.87631259197633
10,6,0,0,1,1,4,259.49343347192206
10,7,0,1,0,0,3,268.0273982963229
10,12,0,1,0,0,7,273.4172584320253
10,26,1,0,0,1,5,265.747907063855
10,30,0,0,1,1,2,257.0119756955277
10,33,0,1,1,1,2,266.36644530330744
10,36,0,0,1,1,5,263.8474691857881
10,37,1,1,1,0,0,272.2307902366307
10,59,0,0,0,1,5,254.5563198844358
10,1,0,0,1,0,2,257.5195423049691
10,8,1,1,0,1,5,263.93918592185673
10,11,0,0,0,1,6,248.4175563424802
10,20,0,0,1,1,5,260.9790081983224
10,22,1,1,1,0,7,305.0255965444201
10,23,0,1,1,1,4,260.0456713949727
10,34,1,0,1,0,7,280.70949259008233
10,39,0,0,1,1,6,258.8572237010604
10,43,0,1,1,0,7,282.75503601960685
10,48,0,0,1,0,1,268.7105588455971
10,16,0,0,0,1,5,251.4540413902573
10,18,1,1,0,0,4,265.39050143477476
10,19,1,1,0,1,0,249.57092327195537
10,22,1,1,1,0,0,260.4325657592841
10,37,0,0,1,1,6,256.195520299549
10,40,0,1,0,1,0,256.68354496574545
10,45,1,0,1,1,7,271.92763335306927
10,47,0,1,1,0,1,274.21289491022327
10,50,0,1,1,0,7,277.3393388797676
10,1,0,1,1,0,3,282.55051949290345
10,4,0,0,1,0,6,265.85571707201154
10,6,1,1,0,1,2,275.2104245953057
10,13,1,0,1,1,2,247.70447334609443
10,31,1,1,0,0,5,270.83864534978596
10,33,0,0,1,1,2,258.34430580327813
10,37,1,0,1,1,2,244.77535927217187
10,47,1,1,0,1,1,251.5456469790573
10,48,0,0,0,1,2,251.0729356489158
10,1,1,0,0,0,3,254.43535297127767
10,3,0,0,0,1,5,250.3723274245459
10,6,1,0,0,0,2,261.703187764983
10,7,1,0,0,1,1,253.87110237131762
10,18,1,0,0,0,7,264.4158181737645
10,26,1,0,0,1,6,264.20022573804283
10,31,0,0,1,1,4,257.15174023643493
10,35,0,1,1,0,7,284.13841362251446
10,43,1,0,1,0,7,287.3719441813607
10,51,1,0,0,1,0,255.71079948523752
10,52,1,1,0,1,7,281.88836400674296
10,53,1,0,0,1,2,260.3323229851305
10,54,1,1,0,1,1,251.8749537003684
10,55,0,0,1,1,4,242.7054370213296
10,57,1,1,0,0,2,267.9305358154909
10,58,1,0,1,1,0,256.1067087147279
10,59,1,0,0,1,2,246.66805309779954
10,6,0,0,1,0,2,261.2343312779782
10,9,0,0,0,1,3,255.4774384270719
10,10,0,1,1,0,5,274.92628880713346
10,17,1,1,1,0,4,275.8045095057887
10,18,0,0,1,1,0,251.6975454912894
10,26,1,0,0,1,3,257.45482376123005
10,27,0,0,0,1,5,252.52128066859837
10,40,0,1,1,0,1,266.0242024283244
10,43,1,1,0,1,7,282.74513098250276
10,51,0,1,1,1,4,251.09225103037002
10,6,0,1,0,0,2,269.97776441522853
10,15,0,1,1,1,1,264.5367198098937
10,21,1,0,0,0,7,266.9149634929537
10,22,1,1,0,1,7,282.70061601124416
10,27,0,0,1,1,0,249.8897508369799
10,31,0,0,0,1,4,255.80986589162768
10,33,0,0,1,1,1,273.5530661677001
10,37,0,0,1,0,0,260.2488417319592
10,38,1,1,1,0,7,300.97088880685664
10,47,1,0,0,1,7,259.6882763963427
10,55,0,1,1,0,1,271.9254423078647
10,56,1,1,0,0,3,266.5539024779939
10,57,0,0,1,1,1,268.169567838031
10,0,0,1,1,1,1,261.78320809997115
10,7,1,1,1,1,2,278.8703729540972
10,14,1,0,0,1,6,267.92590817053673
10,18,1,1,0,1,0,261.44791404890645
10,23,0,1,1,0,3,287.780123242817
10,25,0,0,0,1,4,250.11895725198622
10,32,0,1,1,1,2,277.85254613932125
10,39,1,1,0,1,4,269.8266207956384
10,40,1,0,0,1,1,249.8918213596739
10,50,1,0,0,1,4,278.5946151634978
10,1,0,0,1,0,1,267.05334720467334
10,3,1,0,0,0,1,255.86553917679302
10,9,0,1,0,1,6,266.76534274531946
10,12,0,1,1,0,5,271.1552442675564
10,19,1,0,0,0,1,248.33870157419963
10,20,0,0,0,1,4,243.91444209965888
10,29,1,0,0,0,1,255.43860075774026
10,35,0,1,1,0,5,272.87003773887074
10,38,0,1,1,0,1,263.7292533975002
10,40,1,1,0,0,3,274.8444263610778
10,41,1,1,1,1,0,255.92819019999956
10,50,0,1,0,1,0,255.73641860817665
10,54,0,1,0,1,5,261.25490181176235
10,57,1,0,1,1,3,262.9859646833768
10,0,1,1,0,0,5,266.08807545697647
10,4,0,1,1,1,7,274.5301039145215
10,11,0,1,1,0,7,287.22229740401065
10,18,1,1,1,0,4,268.50664625850953
10,29,0,1,1,0,2,268.58265582853073
10,34,1,1,0,0,1,246.5813680635417
10,35,0,0,0,1,4,251.02734376815567
10,49,0,1,0,1,1,253.24190205458822
10,58,1,1,0,1,5,269.33056126740644
10,3,0,1,0,0,4,248.73857406733939
10,9,1,0,0,1,5,271.3539398868517
10,12,0,1,1,0,2,272.58607872678823
10,21,0,1,0,1,0,261.0156316832515
10,23,1,1,1,0,3,276.38774747690456
10,28,1,0,0,1,2,261.63471162448093
10,29,0,0,0,1,6,255.14278844054385
10,30,1,1,1,0,3,282.93258523069267
10,33,1,0,1,0,1,282.36858835148075
10,34,1,0,0,1,7,271.2475728341771
10,39,0,0,1,0,3,271.30399822507695
10,46,0,0,1,1,3,267.69288600881777
10,48,0,0,1,1,1,268.0964012819656
10,50,1,0,0,0,6,266.2253520805444
10,51,1,0,1,1,6,261.3742735189998
10,53,1,0,0,0,5,278.267872724885
10,54,1,0,0,1,0,260.17458258776355
10,55,1,0,0,1,3,252.26298088465342
10,57,1,1,0,1,5,266.83250110491474
10,0,0,0,1,0,3,269.1323199150065
10,13,0,0,0,1,7,251.89577214343615
10,19,0,1,0,1,4,259.5907951569627
10,21,0,0,1,1,5,269.5497518948252
10,23,0,1,0,1,4,257.3246344596352
10,25,0,0,0,1,3,253.82309174447434
10,28,1,0,1,1,4,278.63252793692453
10,36,0,1,0,1,2,273.41712491935675
10,38,0,0,1,1,0,256.2337174175481
10,43,0,0,1,0,0,259.67838629007366
10,46,0,1,1,1,0,246.86633744902952
10,55,1,0,0,1,7,262.3429724314173
10,58,0,1,0,0,4,254.4729010904674
10,10,1,1,0,0,6,285.41736060110895
10,11,0,1,0,1,5,256.254663955227
10,28,1,0,0,0,7,275.9355867485033
10,31,0,0,1,0,7,268.55878101310424
